link_id,row,verdict,why,retiring_code,retiring_description,retiring_last_traded,proposed_successor,proposed_successor_description,proposed_successor_traded,proposed_successor_wording_match,second_alternative,second_alternative_description,second_alternative_traded,second_alternative_wording_match,how_they_relate,how_the_second_relates,what_this_points_to,check_this_again,decision,correct_successor_if_rejected,reason,decided_by,decided_on
imports:3004.32.90.20:1997-12,168,CONFIRM - the evidence supports this link,,3004.32.90.20,"Adrenal cortical hormones, for vet use, in dosage",1997-12,3004.32.00.90,"Adrenal cortical hormones, for vet use, in dosage",1998-01 to 2001-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3006.30.91.00:1997-12,169,CONFIRM - the evidence supports this link,,3006.30.91.00,Allergenics prepared for parenteral administration,1997-12,3006.30.00.20,Allergenics prepared for parenteral administration,1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.91.00:1997-12,170,CONFIRM - the evidence supports this link,,3004.90.91.00,"Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage",1997-12,3004.90.00.20,"Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.50.00.20:2011-12,171,CONFIRM - the evidence supports this link,,3004.50.00.20,"Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage",2011-12,3004.50.00.19,"Other medicaments cont vitamins and their derivs, for human use, in dosage,nes",2012-01 to 2026-06,0.5200,,,,,a catch-all line that may cover it (read off the successor's own wording),,,,accept,,,analysts,2026-08-12
imports:3006.20.20.00:1997-12,172,CONFIRM - the evidence supports this link,,3006.20.20.00,"Blood-grouping reagents, of animal origin",1997-12,3006.20.00.20,"Blood-grouping reagents, of animal origin",1998-01 to 2021-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.90.10.19:1997-12,173,CONFIRM - the evidence supports this link,,3002.90.10.19,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, nes",1997-12,3002.90.00.19,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, nes",1998-01 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.91:1997-12,174,CONFIRM - the evidence supports this link,,3004.90.99.91,"Anaesthetic, for veterinary use, in dosage",1997-12,3004.90.00.81,"Anaesthetic, for veterinary use, in dosage",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3003.31.10.00:1997-10,175,CONFIRM - the evidence supports this link,,3003.31.10.00,"Insulin, prepared for parenteral administration in humans, in bulk",1997-10,3003.31.00.10,"Insulin, prepared for parenteral administration in humans, in bulk",1998-02 to 2011-08,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.20.00.70:1988-12,176,CONFIRM - the evidence supports this link,,3004.20.00.70,"Antibiotics, nes, for vet use, in dosage",1988-12,3004.20.00.79,"Antibiotics, nes, for vet use, in dosage",1989-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
exports:3001.10.00:2006-10,177,ANALYST - a candidate is shown but NOT recommended,"the subheading is gone and no wording is close. THE RECORD PLACES THIS INSIDE CHAPTER 30 and the departure hypothesis is withdrawn: the WCO 2002 to 2007 correlation sends this subheading to 300190, leaving 1 of 2 candidate(s). The proposal is still not recommended, because the wording is weak, and that is now the only reason.",3001.10.00,"Glands and other organs, dried, powdered or not, for therapeutic uses",2006-10,3001.90.00,"Heparin & its salts;human or animal substances for therap or prophltc uses, nes",1988-01 to 2026-06,0.3803,,"no other candidate passes the rules; every one either swaps the term that carries the meaning, shares nothing with this description, or stops trading within two years of it",,,a catch-all line that may cover it (read off the successor's own wording),,"THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2002 to 2007 correlation sends this subheading to 300190, leaving 1 of 2 candidate(s). The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's. The proposal is a catch-all line, so accepting it aggregates these goods rather than matching them. Judge whether that is where the trade went.","this was decided while the proposal read 'Heparin & its salts;human or animal substnces for therap or prophltc uses, nes'; it now reads Heparin & its salts;human or animal substances for therap or prophltc uses, nes",accept,,"ACCEPT 3001.90.00 on the official record, 2026-08-14. The WCO correlation table for the 2002-to-2007 revision maps 3001.10 to 3001.90 and to nothing else, and states the reason in its own remark: ""Deletion of subheading 3001.10 because of the low volume of trade."" Confirmed from both of the document's tables, which are typeset independently and run in opposite directions: Table I page 10 gives 3001.90 <- 3001.10, Table II page 42 gives 3001.10 -> ex3001.90. Extracted into evidence/wto/wto_ch30_pairs.csv by evidence/wto/extract_wto_pairs.py. THIS OVERTURNS THE EARLIER ANSWER OF 3001.20.00, which was accepted before the tables were read and while the software proposed it. The released v1 crosswalk carries that same 3001.10 to 3001.20 link, and v1's OWN provenance file already describes it as ""editorial judgement, not WTO-supported"", naming the very table that contradicts it. The two import twins 3001.10.00.10 and 3001.10.00.90 now propose 3001.90.00.90 and are still to be answered. LIMITATION, STATED BECAUSE THE DOCUMENT STATES IT: the correlation tables are a guide published by the WCO Secretariat and, in the document's own words, ""are not to be regarded as constituting classification decisions"" and ""do not have legal status"". They are the best available account of where the goods went across a revision; they are not a ruling.",analysts,2026-08-12
imports:3003.31.99.00:1997-12,178,CONFIRM - the evidence supports this link,,3003.31.99.00,"Insulin, formulated, in bulk, nes",1997-12,3003.31.00.90,"Insulin, formulated, in bulk, nes",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
exports:3004.32.10:1988-12,179,CONFIRM - the evidence supports this link,,3004.32.10,"Adrenal cortical hormones, in dosage, for human use",1988-12,3004.32.00,"Adrenal cortical hormones, not containing antibiotics, in dosage",1989-01 to 2026-06,0.6306,,,,,unknown,,,,accept,,,analysts,2026-08-12
imports:3004.50.99.50:1997-12,180,CONFIRM - the evidence supports this link,,3004.50.99.50,"Vitamins & their derivs, nes, for vet use, in dosage",1997-12,3004.50.00.70,"Vitamins & their derivs, nes, for vet use, in dosage",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3001.90.90.00:1997-12,181,CONFIRM - the evidence supports this link,,3001.90.90.00,"Other human or animal subs prepared for therapeutic or prophylactic uses, nes",1997-12,3001.90.00.90,"Other human or animal subs prepared for therapeutic or prophylactic uses, nes",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.40.90.30:1997-11,182,CONFIRM - the evidence supports this link,,3004.40.90.30,"Vincristine, for human use, in dosage",1997-11,3004.40.00.20,"Vincristine, for human use, in dosage",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.84:1997-12,183,CONFIRM - the evidence supports this link,,3004.90.99.84,"Medicaments cont hyaluronic acid or its sodium salt, for human use, in dosage",1997-12,3004.90.00.78,"Medicaments cont hyaluronic acid or its sodium salt, for human use, in dosage",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.90.10.40:1997-12,184,CONFIRM - the evidence supports this link,,3002.90.10.40,Dried blood of animal origin,1997-12,3002.90.00.30,Dried blood of animal origin,1998-02 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3005.90.93.00:1997-12,185,CONFIRM - the evidence supports this link,,3005.90.93.00,"Dressings and similar articles of paper, nes",1997-12,3005.90.00.60,"Dressings and similar articles of paper, nes",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.32.10.00:1997-12,186,CONFIRM - the evidence supports this link,,3004.32.10.00,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",1997-12,3004.32.00.10,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",1998-03 to 2001-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.40.90.70:1997-12,187,CONFIRM - the evidence supports this link,,3004.40.90.70,"Aminophylline, for human use, in dosage",1997-12,3004.40.00.50,"Aminophylline, for human use, in dosage",1998-03 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.31.99.00:1997-12,188,CONFIRM - the evidence supports this link,,3004.31.99.00,"Insulin, nes, for human use, in dosage",1997-12,3004.31.00.90,"Insulin, nes, for human use, in dosage",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
exports:3004.50.20:1988-12,189,CONFIRM - the evidence supports this link,,3004.50.20,"Vitamins and their derivatives,in dosage for veterinary use",1988-12,3004.50.00,"Vitamins and their derivatives,in dosage",1989-01 to 2026-06,0.8081,,,,,unknown,,,,accept,,,analysts,2026-08-12
exports:3002.31.00:1995-12,190,CONFIRM - the evidence supports this link,,3002.31.00,"Vaccines against foot or mouth disease, veterinary use",1995-12,3002.30.10,"Vaccines against foot or mouth disease, veterinary use",1996-02 to 2016-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.10.29.10:1997-12,191,CONFIRM - the evidence supports this link,,3002.10.29.10,"Blood fractions, nes, for use in humans",1997-12,3002.10.00.51,"Blood fractions, nes, for use in humans",1998-01 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.32.00.10:2001-12,192,ANALYST - a candidate is shown but NOT recommended,"NOTHING IN COMMON: this names abs, adrenal, alc, by, cortical, ethyl, horm, more, than, vo and the proposal names corticosteriod, and neither is a catch-all that could absorb the other. The score comes from shared phrasing.",3004.32.00.10,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",2001-12,3004.32.00.20,"Corticosteriod hormones, for veterinary use, in dosage",2002-01 to 2011-12,0.5120,3004.32.00.19,"Medicaments containing corticosteroid hormones, for human use, nes",2002-01 to 2011-12,0.4088,different family (from the tariff structure),its own leftover line (from the tariff structure),"SECOND. The alternative is this code's own family line, which is where a closing line usually goes.",this one was decided and the method still does not recommend the proposal; the reason is in the why column,second,,,analysts,2026-08-12
exports:3003.31.00:2025-05,193,DO NOT DECIDE - the record does not call this a retirement,,3003.31.00,"Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",2025-05,3003.20.00,"Medicaments,cont antibiotics,nes,mix,for therap/prophltc,nfrs,o/t No 30.02/05/06",1988-01 to 2026-06,0.6879,,,,,a catch-all line that may cover it (read off the successor's own wording),,,,,,,,
imports:3003.39.10.00:1997-12,194,CONFIRM - the evidence supports this link,,3003.39.10.00,"Epinephrine & its solutions, prepared for parenteral admin in humans, in bulk",1997-12,3003.39.00.10,"Epinephrine & its solutions, prepared for parenteral admin in humans, in bulk",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3003.90.91.00:1997-12,195,CONFIRM - the evidence supports this link,,3003.90.91.00,"Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk",1997-12,3003.90.00.20,"Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
exports:3003.42.00:2024-09,196,DO NOT DECIDE - the record does not call this a retirement,"SAME FRAME, DIFFERENT TERM: pseudoephedrine sa against antibiotic. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",3003.42.00,"Medicaments,cont pseudoephedrine/sa,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",2024-09,3003.20.00,"Medicaments,cont antibiotics,nes,mix,for therap/prophltc,nfrs,o/t No 30.02/05/06",1988-01 to 2026-06,0.8176,,,,,a catch-all line that may cover it (read off the successor's own wording),,,this one was decided and it is now HELD (the record does not call this a retirement). The hold is not a disagreement with the answer; it says the official record has not been read yet and may overturn it,reject,none,"The line was not withdrawn, so there is no successor to name. 3003.42.00 stands in the tariff across all nine vintages from 2017 to 2025 and carries no stated_termination. Row 38 is the same commodity on the import side and resolves the same way. The proposal is an antibiotics line offered for a pseudoephedrine code, and its 0.8176 match is the shared boilerplate. Decided despite the DO NOT DECIDE verdict, and deliberately: that hold exists because silence alone cannot say whether a code retired, and the tariff schedule answers the question directly, which is evidence the hold does not consult.",analysts,2026-08-12
imports:3004.50.91.00:1997-06,197,CONFIRM - the evidence supports this link,,3004.50.91.00,"Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage",1997-06,3004.50.00.20,"Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.90.90.30:1997-09,198,CONFIRM - the evidence supports this link,,3002.90.90.30,Antiallergenic preparations of microbial origin,1997-09,3002.90.00.93,Antiallergenic preparations of microbial origin,1998-02 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.90.10.11:1997-12,199,CONFIRM - the evidence supports this link,,3002.90.10.11,Ricin,1997-12,3002.90.00.11,Ricin,1998-01 to 2016-09,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3003.40.10.00:1993-08,200,CONFIRM - the evidence supports this link,,3003.40.10.00,"Alkaloids or their derivs, cont more than 23% of absol ethyl alc by vol, in bulk",1993-08,3003.40.90.00,"Alkaloids or their derivs, formltd, not cont antibiotics or horm, in bulk, nes",1988-02 to 1997-12,0.5828,,,,,a catch-all line that may cover it (read off the successor's own wording),,,,accept,,,analysts,2026-08-12
imports:3004.39.00.12:2026-05,201,DO NOT DECIDE - the record does not call this a retirement,,3004.39.00.12,"Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",2026-05,3004.39.00.19,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",2012-01 to 2026-06,0.7389,,,,,a catch-all line that may cover it (read off the successor's own wording),,,,,,,,
exports:3001.20.00:2026-05,202,DO NOT DECIDE - the record does not call this a retirement,"the subheading is gone and no wording is close, so the goods may have left Chapter 30 entirely",3001.20.00,"Extracts of glands/other organs or of their secretions, for therapeutic uses",2026-05,3001.90.00,"Heparin & its salts;human or animal substances for therap or prophltc uses, nes",1988-01 to 2026-06,0.4636,,,,,a catch-all line that may cover it (read off the successor's own wording),,,,,,,,
exports:3004.41.00:2026-05,203,DO NOT DECIDE - the record does not call this a retirement,"SAME FRAME, DIFFERENT TERM: ephedrin against pseudoephedrine. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",3004.41.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",2026-05,3004.42.00,"Medi,cont pseudoephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",2017-01 to 2026-06,0.9114,,,,,"same class (asserted, no source)",,,,,,,,
imports:3004.41.00.00:2026-05,204,DO NOT DECIDE - the record does not call this a retirement,"SAME FRAME, DIFFERENT TERM: ephedrin against norephedrine. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",3004.41.00.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",2026-05,3004.43.00.00,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",2017-12 to 2026-06,0.9290,,,,,"same class (asserted, no source)",,,,,,,,
imports:3003.31.00.00:2026-03,205,DO NOT DECIDE - the record does not call this a retirement,"the code proposed here stops trading 2 months after the one it would replace, so the two ended in the same restructuring and neither received the other's trade. Following the chain, the trade appears to end at 3003.90.00.30.",3003.31.00.00,"Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",2026-03,3003.41.00.00,"Medicaments,cont ephedrin/salts,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",2017-06 to 2026-05,0.7134,,,,,unknown,,,,,,,,
exports:3003.10.00:2026-05,206,DO NOT DECIDE - the record does not call this a retirement,"the subheading is gone and no wording is close, so the goods may have left Chapter 30 entirely",3003.10.00,"Medi,cont penicillins/deriv w penicillanic acid struct, streptomycins/deriv,nfrs",2026-05,3003.39.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",1988-01 to 2026-06,0.4277,,,,,a catch-all line that may cover it (read off the successor's own wording),,,,,,,,
imports:3003.60.00.00:2025-08,207,DO NOT DECIDE - the record does not call this a retirement,,3003.60.00.00,"Medicaments,cont antimalarial active principles,mixed,nfrs,o/t No 30.02/05/06",2025-08,3003.20.00.00,"Medicaments,cont antibiotics,nes,mix,for therap/prophltc,nfrs,o/t No 30.02/05/06",1988-01 to 2026-06,0.7261,,,,,a catch-all line that may cover it (read off the successor's own wording),,,,,,,,
imports:3003.43.00.00:2025-06,208,DO NOT DECIDE - the record does not call this a retirement,"SAME FRAME, DIFFERENT TERM: norephedrine against ephedrin use. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",3003.43.00.00,"Medicaments,cont norephedrine/salts,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",2025-06,3003.41.00.00,"Medicaments,cont ephedrin/salts,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",2017-06 to 2026-05,0.9434,,,,,"same class (asserted, no source)",,,,,,,,
imports:3003.41.00.00:2026-05,209,DO NOT DECIDE - the record does not call this a retirement,"SAME FRAME, DIFFERENT TERM: ephedrin salt against acetaminophen. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",3003.41.00.00,"Medicaments,cont ephedrin/salts,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",2026-05,3003.90.00.30,"Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",2012-01 to 2026-06,0.8931,,,,,unknown,,,,,,,,
imports:3002.20.00.90:2021-12,210,CONFIRM - the evidence supports this link,,3002.20.00.90,"Vaccines, nes, for human medicine",2021-12,3002.41.00.10,"Vaccines, for against influenza virus, human medicine",2022-01 to 2026-06,0.6585,,,,,unknown,,,"THE PROPOSAL MAY INVERT THIS LINE'S MEANING: 3002.20.00.90 is a leftover line, and 3002.20.00.10 named against, influenza, virus beside it while it traded, so this line was the goods that are NOT that. The proposal turns on against, influenza, virus. Flagged, not removed.",reject,3002.41.00.90,"REJECT, successor 3002.41.00.90, 2026-08-14. The retiring line is the residual of 3002.20 and it lived alongside 3002.20.00.10 'Vaccines against influenza virus' from 1988-02 to 2021-12, so it was defined as the human vaccines that are NOT influenza. Canada carried the same carve-out into the new subheading and spelled it out: 3002.41.00.90 reads 'Vaccines, o/t for against influenza virus, human medicine, nes'. Sending the residual to the influenza line would move goods defined as not-influenza into influenza. The identical link was rejected at first review in the signed v1 record. The proposal outscored the residual by 0.0363 of wording, which says nothing about what the goods are.",analysts,2026-08-14
exports:3002.20.00:2021-12,211,CONFIRM - the evidence supports this link,,3002.20.00,Vaccines for human medicine,2021-12,3002.41.00,"Vaccines, for human medicine",2022-01 to 2026-06,1.0000,,,,,unknown,,,,accept,,"ACCEPT 3002.41.00 on the official record, 2026-08-14. The WCO 2017-to-2022 table records that subheadings 3002.20 and 3002.30 were deleted and substituted, and maps 3002.20 to 3002.41. The two descriptions are word for word the same, 1.0000.",analysts,2026-08-14
exports:3002.10.00:2016-12,212,ANALYST - a candidate is shown but NOT recommended,"SAME FRAME, DIFFERENT TERM: immunological mod prod against modified. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",3002.10.00,"Antisera, o blood fract, immunological prod,w/n mod/obt by biotechnological proc",2016-12,3002.12.00,"Antisera & other blood fractions, w/n modified/obtained by biotechnological proc",2017-01 to 2026-06,0.7871,3002.19.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",2017-01 to 2021-12,0.7051,unknown,a catch-all line that may cover it (read off the alternative's own wording),,this one was decided and the method still does not recommend the proposal; the reason is in the why column,accept,,"ACCEPT 3002.12.00, 2026-08-14. The WCO 2012-to-2017 table subdivided 3002.10 into 3002.11 to 3002.15 and 3002.19 for immunological products, so the record bounds the answer to that list rather than naming one. Antisera and other blood fractions is 3002.12, and the retiring line is antisera and other blood fractions.",analysts,2026-08-14
imports:3002.19.00.00:2021-12,213,DO NOT DECIDE - waiting on a document,"the subheading is gone and nothing left in the chapter shares the meaning, so the goods may have left Chapter 30 entirely",3002.19.00.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",2021-12,3002.15.00.00,"Immunological products, put up in measured doses/forms/packings, for retail sale",2017-01 to 2026-06,0.5000,,,,,unknown,,,"this one was decided and it is now HELD (waiting on a document). The hold is not a disagreement with the answer; it says the official record has not been read yet and may overturn it A LEFTOVER LINE WAS WIDENED AT THIS VERY BOUNDARY: 3002.90.00.90 kept its number across 2021-12 and its published scope gained antisera, cell, culture, etc, vaccines. Wording similarity cannot see that a description CHANGED, so it ranks that line 18. Check whether the goods went there. Flagged, not ranked.",reject,3002.90.00.90,"REJECT, successor 3002.90.00.90, 2026-08-15. THIS REVERSES THE UNRESOLVED RULING OF 2026-08-14, which held the proposal wrong and the right answer not determinable. Every fact in that ruling still holds and none of it is withdrawn: the WCO 2017-to-2022 correlation addresses 3002.19 only to say the subheading 'was considered by the HS Committee to be empty and it was therefore deleted', read at the source on both of the document's independently typeset tables, and that premise is false for Canada, which imported CAD 1,629,159,701 under it. What changed is that the tariff schedules were read. In the 2021 schedule the 3002.1 group holds 3002.11, .12, .13, .14, .15 and .19 'Other'. In the 2022 schedule it holds .12, .13, .14 and .15 and NO residual at all. Under HS2022 heading 30.02 runs 3002.1 immunological products, 3002.4 vaccines, toxins and cultures, 3002.5 cell cultures, and 3002.90 'Other', which is the heading's own leftover. An immunological product that is not unmixed, not mixed and not in measured doses therefore has no line left in 3002.1x and falls to the heading residual, not to 3002.49, which is the leftover of the vaccines and toxins family. In the same month 3002.90.00.90's published wording was restated to name antisera, vaccines and cell cultures. This is the same move as rows 223 and 229, where a leftover line retires and its goods fall to the next broader leftover. Rows 210, 177 and 225 were cited here until 2026-08-18 and are NOT the same move: row 210 goes from one named vaccine line to another, and rows 177 and 225 are the glands event that row 223 already covers. Measured across the whole delivery the move occurs 10 times and carries $17,745,790,534. The tariff schedules or the WCO correlation specify or constrain the destination in six of them, which is what establishes it as a rule rather than a choice made here. Two more carry identical wording and decide themselves. This row and its export twin, row 222, are the only two where the record excludes nothing AND the wording is distant, and together they carry $1,636,154,203. THE TRADE DOES NOT CORROBORATE THIS AND IT IS NOT CLAIMED TO: 3002.19 was running at CAD 8,365,928 a month over its final two years, 3002.90.00.90 gained CAD 13,232,553 a month, and about CAD 7,933,230 of that gain is the shortfall left by toxins and cultures departing 3002.90 for 3002.49. The residue is the right order of magnitude, but 3002.15 grew CAD 75,230,388 a month across the same boundary and would hide the whole of it. The structure decides this row; the money cannot.",analysts,2026-08-15
exports:3004.40.00:2016-12,214,ANALYST - a candidate is shown but NOT recommended,"the subheading is gone and no wording is close, so the goods may have left Chapter 30 entirely",3004.40.00,"Alkaloids or their derivs, not cntg antibiotics or hormones, in dosage",2016-12,3004.49.00,"Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",2017-01 to 2026-06,0.3836,3004.43.00,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",2017-03 to 2022-03,0.2917,a catch-all line that may cover it (read off the successor's own wording),unknown,"The proposal is a catch-all line, so accepting it aggregates these goods rather than matching them. Judge whether that is where the trade went.",this one was decided and the method still does not recommend the proposal; the reason is in the why column,accept,,"ACCEPT 3004.49.00, 2026-08-14. The WCO 2012-to-2017 table subdivided 3004.40 to create 3004.41, 3004.42 and 3004.43 for ephedrine, pseudoephedrine and norephedrine, leaving 3004.49 for everything else. The retiring line is the whole unsubdivided subheading, so it continues in the line that carries the remainder.",analysts,2026-08-14
imports:3002.30.00.90:2021-12,215,CONFIRM - the evidence supports this link,,3002.30.00.90,"Vaccines, veterinary use, nes",2021-12,3002.42.00.90,"Vaccines, veterinary use, nes",2022-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,"ACCEPT 3002.42.00.90 on the official record, 2026-08-14. The WCO 2017-to-2022 table maps 3002.30 to 3002.42. Canada carried the statistical split across unchanged, so the veterinary leftover line goes to the veterinary leftover line. The two descriptions are word for word the same, 1.0000.",analysts,2026-08-14
imports:3002.20.00.10:2021-12,216,ANALYST - a candidate is shown but NOT recommended,"SAME FRAME, DIFFERENT TERM: use against medicine. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",3002.20.00.10,"Vaccines against influenza virus, for human use",2021-12,3002.41.00.10,"Vaccines, for against influenza virus, human medicine",2022-01 to 2026-06,0.8247,,"no other candidate passes the rules; every one either swaps the term that carries the meaning, shares nothing with this description, or stops trading within two years of it",,,unknown,,"THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2017 to 2022 correlation sends this subheading to 300241, leaving 2 of 22 candidate(s). The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",this one was decided and the method still does not recommend the proposal; the reason is in the why column,accept,,"ACCEPT 3002.41.00.10 on the official record, 2026-08-14. The WCO 2017-to-2022 table maps 3002.20 to 3002.41, and Canada carried the influenza carve-out across: 3002.20.00.10 named influenza and 3002.41.00.10 names influenza. The same link was reviewed individually and approved on 2026-08-05 in the signed v1 record.",analysts,2026-08-14
imports:3002.30.00.10:2021-12,217,CONFIRM - the evidence supports this link,,3002.30.00.10,Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc,2021-12,3002.42.00.10,Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,2022-01 to 2026-06,0.9744,,,,,unknown,,,,accept,,"ACCEPT 3002.42.00.10 on the official record, 2026-08-14. The WCO 2017-to-2022 table maps 3002.30 to 3002.42, and Canada carried the split across unchanged, so the foot and mouth line goes to the foot and mouth line. The score of 0.9744 is the published abbreviation of Vaccines and nothing else.",analysts,2026-08-14
imports:3006.20.00.90:2021-12,218,ANALYST - a candidate is shown but NOT recommended,"the WCO correlation table for this revision sends the whole subheading OUT of Chapter 30, so no code in this chapter is its successor. The candidates below are shown because the answer still has to be recorded, not because any of them qualifies. Expected answer: reject, with the successor written `none`.",3006.20.00.90,"Blood-grouping reagents, other than of animal origin, nes",2021-12,3006.30.00.10,"Opacifying, preparations for X-ray examinations",1998-01 to 2026-06,0.4554,3006.40.00.90,"Other dental fillings, nes",1998-01 to 2026-06,0.4250,unknown,a catch-all line that may cover it (read off the alternative's own wording),,this one was decided and the method still does not recommend the proposal; the reason is in the why column,reject,none,"NONE, on the official record, 2026-08-14. The WCO 2017-to-2022 correlation table maps 3006.20 to 3822.13 and to nothing else, so the goods left Chapter 30. Heading 38.22 is outside this crosswalk and outside the delivery, so no code here can be the successor and the candidates shown qualify on wording alone.",analysts,2026-08-14
