link_id,retiring_code,span_index,flow,last_period,total_value_cad,retiring_description,successor,successor_description,successor_first_traded,successor_last_traded,outcome,authority,basis,detail,decided_by,decided_on,reason,overrode_a_hold
imports:3005.90.93.00:1997-12,3005.90.93.00,1,imports,199712,1808053.00,"Dressings and similar articles of paper, nes",3005.90.00.60,"Dressings and similar articles of paper, nes",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3005.90.99.00:1997-12,3005.90.99.00,1,imports,199712,19543614.00,"Dressings and similar articles packaged for medical use, nes",3005.90.00.90,"Dressings and similar articles packaged for medical use, nes",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3006.20.00.10:2011-12,3006.20.00.10,1,imports,201112,300034808.00,"Blood-grouping reagents, of human origin",3006.20.00.90,"Blood-grouping reagents, other than of animal origin, nes",201201,202112,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3006.20.00.20:2021-12,3006.20.00.20,1,imports,202112,101885670.00,"Blood-grouping reagents, of animal origin",,,,,left_chapter,analyst,reject_none,the analyst rejected the proposal and recorded no successor in this chapter,analysts,2026-08-14,"NONE, on the official record, 2026-08-14. The WCO 2017-to-2022 correlation table maps 3006.20 to 3822.13 and to nothing else, so the goods left Chapter 30. Heading 38.22 is outside this crosswalk and outside the delivery, so no code here can be the successor and the candidates shown qualify on wording alone.",no
imports:3006.20.00.90:2021-12,3006.20.00.90,1,imports,202112,159377979.00,"Blood-grouping reagents, other than of animal origin, nes",,,,,left_chapter,analyst,reject_none,the analyst rejected the proposal and recorded no successor in this chapter,analysts,2026-08-14,"NONE, on the official record, 2026-08-14. The WCO 2017-to-2022 correlation table maps 3006.20 to 3822.13 and to nothing else, so the goods left Chapter 30. Heading 38.22 is outside this crosswalk and outside the delivery, so no code here can be the successor and the candidates shown qualify on wording alone.",no
imports:3006.20.10.00:1997-12,3006.20.10.00,1,imports,199712,140148071.00,"Blood-grouping reagents, of human origin",3006.20.00.10,"Blood-grouping reagents, of human origin",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3006.20.20.00:1997-12,3006.20.20.00,1,imports,199712,6909500.00,"Blood-grouping reagents, of animal origin",3006.20.00.20,"Blood-grouping reagents, of animal origin",199801,202112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3006.20.90.00:1997-12,3006.20.90.00,1,imports,199712,15915707.00,"Blood-grouping reagents, except of human or animal origin",3006.20.00.90,"Blood-grouping reagents, except of human or animal origin",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3006.30.00.20:2011-12,3006.30.00.20,1,imports,201112,17763781.00,"Allergenics, prepared for parenteral administration",3006.30.00.90,"Diagnostic reagents, designed to be administered to the patient, nes",200201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3006.30.10.00:1997-12,3006.30.10.00,1,imports,199712,207390256.00,Opacifying preparations for X-ray examinations,3006.30.00.10,Opacifying preparations for X-ray examinations,199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3006.30.91.00:1997-12,3006.30.91.00,1,imports,199712,8572971.00,Allergenics prepared for parenteral administration,3006.30.00.20,Allergenics prepared for parenteral administration,199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3006.30.99.00:1997-12,3006.30.99.00,1,imports,199712,53976365.00,"Diagnostic reagents designed to be administered to the patient, nes",3006.30.00.90,"Diagnostic reagents designed to be administered to the patient, nes",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3006.40.00.20:2011-12,3006.40.00.20,1,imports,201112,32178939.00,"Points, for filling dental root canals",3006.40.00.90,"Other dental fillings, nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3006.40.00.30:2011-12,3006.40.00.30,1,imports,201112,18807739.00,"Dental fillings of composition metals, except those in powder or pellet form",3006.40.00.90,"Other dental fillings, nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3006.40.10.10:1997-12,3006.40.10.10,1,imports,199712,82885877.00,Dental cements and bone reconstruction cements,3006.40.00.10,Dental cements and bone reconstruction cements,199801,202606,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3006.40.10.20:1997-12,3006.40.10.20,1,imports,199712,12822836.00,Points for filling dental root canals,3006.40.00.20,Points for filling dental root canals,199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3006.40.20.00:1997-12,3006.40.20.00,1,imports,199712,12771217.00,"Dental fillings of composition metals, except those in powder or pellet form",3006.40.00.30,"Dental fillings of composition metals, except those in powder or pellet form",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3006.40.90.00:1997-12,3006.40.90.00,1,imports,199712,83063425.00,"Dental fillings, nes",3006.40.00.90,"Dental fillings, nes",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3006.60.00.10:2016-12,3006.60.00.10,1,imports,201612,866902008.00,"Chem contraceptive prep,based on horm,o prod of 29.37/spermicides,in dosage,nes",3006.60.00.00,"Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",201701,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2016 to 2017",,,,no
imports:3006.60.00.11:2011-11,3006.60.00.11,1,imports,201111,143242802.00,"Contraceptive prep, cont norethesterone acetate & ethinylestradiol, in dosage",3006.60.00.10,"Chem contraceptive prep,based on horm,o prod of 29.37/spermicides,in dosage,nes",201201,201612,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3006.60.00.19:2011-12,3006.60.00.19,1,imports,201112,1419821056.00,"Contraceptive prep, based on hormones,o prod of 29.37/spermicides,in dosage,nes",3006.60.00.10,"Chem contraceptive prep,based on horm,o prod of 29.37/spermicides,in dosage,nes",201201,201612,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3006.60.00.90:2016-12,3006.60.00.90,1,imports,201612,45460381.00,"Contraceptive prep, based on horm,on o prod of 29.37/spermicides,o/t in dos,nes",3006.60.00.00,"Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",201701,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2016 to 2017",,,,no
imports:3006.80.11.00:2006-12,3006.80.11.00,1,imports,200612,177848.00,"Waste pharm,chem/biolog prep,incl kit w ancill mat f med diag;f insem anml semen",3006.92.00.00,"Waste pharmaceuticals, nes",200701,202606,succeeded,analyst,reject_named,the analyst rejected the proposal and named 3006.92.00.00 instead,analysts,2026-08-13,"Decided despite the DO NOT DECIDE verdict, and deliberately. The hold on this row is 'waiting on a document' and carries no stated reading; rows 227 and 230 in the same block spell out the reasoning behind it, that the subheading is gone and nothing left in the chapter shares the meaning, so the goods may have left Chapter 30. That is not so. Canada retired every 3006.80 line at the 2006 to 2007 boundary, 3006.80.11.00 and 3006.80.19.00 together with 3006.80.90.10 through .60, and created 3006.92.00.00, Waste pharmaceuticals, at the same boundary. It is written down in evidence/cbsa/sched_ch30_boundaries.csv, which this project already holds, so no external document is needed. The proposal is the live product line, 3006.70.10.00 at 0.8428, not the waste line. The description of a waste line embeds the product's own wording after the word Waste, so text similarity scores the product highest and leaves 3006.92.00.00 at rank 15 on 0.2667. Waste of a good is not the good.",no
imports:3006.80.19.00:2006-12,3006.80.19.00,1,imports,200612,168927.00,"Waste of gel prep f human/vet med as lub f pts of body f oper/examin,etc,nes",3006.92.00.00,"Waste pharmaceuticals, nes",200701,202606,succeeded,analyst,reject_named,the analyst rejected the proposal and named 3006.92.00.00 instead,analysts,2026-08-13,"Decided despite the DO NOT DECIDE verdict, and deliberately. The hold on this row is 'waiting on a document' and carries no stated reading; rows 227 and 230 in the same block spell out the reasoning behind it, that the subheading is gone and nothing left in the chapter shares the meaning, so the goods may have left Chapter 30. That is not so. Canada retired every 3006.80 line at the 2006 to 2007 boundary, 3006.80.11.00 and 3006.80.19.00 together with 3006.80.90.10 through .60, and created 3006.92.00.00, Waste pharmaceuticals, at the same boundary. It is written down in evidence/cbsa/sched_ch30_boundaries.csv, which this project already holds, so no external document is needed. The proposal is the live product line, 3006.70.90.00 at 0.8645, not the waste line. The description of a waste line embeds the product's own wording after the word Waste, so text similarity scores the product highest and leaves 3006.92.00.00 at rank 9 on 0.3564. Waste of a good is not the good.",no
imports:3006.80.90.10:2005-10,3006.80.90.10,1,imports,200510,53.00,Waste pharmaceuticals of the goods of heading 30.01,3006.92.00.00,"Waste pharmaceuticals, nes",200701,202606,succeeded,analyst,reject_named,the analyst rejected the proposal and named 3006.92.00.00 instead,analysts,2026-08-13,"The code was withdrawn, and its successor is the 2007 collapse of the block. Canada retired every line of 3006.80 at the 2006 to 2007 boundary, 3006.80.90.10 through .60 together with 3006.80.11.00 and 3006.80.19.00, and created 3006.92.00.00, Waste pharmaceuticals, at the same boundary. This code carries stated_termination 200612. The proposal, 3006.80.90.20, waste of heading 30.02, is a sibling withdrawn on the same day, so it can never have received the trade; it reached the sheet because the retirement was framed at the last trading month, 2005-10, when that sibling was still alive. The successor aggregates: the 2007 line does not record which heading the waste came from, so ten lines become one and that granularity ends here.",no
imports:3006.80.90.20:2005-11,3006.80.90.20,1,imports,200511,539.00,Waste pharmaceuticals of the goods of heading 30.02,3006.92.00.00,"Waste pharmaceuticals, nes",200701,202606,succeeded,analyst,reject_named,the analyst rejected the proposal and named 3006.92.00.00 instead,analysts,2026-08-13,"The code was withdrawn, and its successor is the 2007 collapse of the block. Canada retired every line of 3006.80 at the 2006 to 2007 boundary, 3006.80.90.10 through .60 together with 3006.80.11.00 and 3006.80.19.00, and created 3006.92.00.00, Waste pharmaceuticals, at the same boundary. This code carries stated_termination 200612. The proposal, 3006.80.90.50, waste of heading 30.05, is a sibling withdrawn on the same day, so it can never have received the trade; it reached the sheet because the retirement was framed at the last trading month, 2005-11, when that sibling was still alive. The successor aggregates: the 2007 line does not record which heading the waste came from, so ten lines become one and that granularity ends here.",no
imports:3006.80.90.30:2005-01,3006.80.90.30,1,imports,200501,7134.00,Waste pharmaceuticals of the goods of heading 30.03,3006.92.00.00,"Waste pharmaceuticals, nes",200701,202606,succeeded,analyst,reject_named,the analyst rejected the proposal and named 3006.92.00.00 instead,analysts,2026-08-13,"The code was withdrawn, and its successor is the 2007 collapse of the block. Canada retired every line of 3006.80 at the 2006 to 2007 boundary, 3006.80.90.10 through .60 together with 3006.80.11.00 and 3006.80.19.00, and created 3006.92.00.00, Waste pharmaceuticals, at the same boundary. This code carries stated_termination 200612. The proposal, 3006.80.90.10, waste of heading 30.01, is a sibling withdrawn on the same day, so it can never have received the trade; it reached the sheet because the retirement was framed at the last trading month, 2005-01, when that sibling was still alive. The successor aggregates: the 2007 line does not record which heading the waste came from, so ten lines become one and that granularity ends here.",no
imports:3006.80.90.41:2006-10,3006.80.90.41,1,imports,200610,171.00,Waste pharmaceuticals of the goods of subheadings 3004.10 to 3004.39,3006.92.00.00,"Waste pharmaceuticals, nes",200701,202606,succeeded,analyst,second,the analyst preferred the second alternative to the proposal,analysts,2026-08-12,,no
imports:3006.80.90.42:2006-04,3006.80.90.42,1,imports,200604,86732.00,Waste pharmaceuticals of the goods of subheadings 3004.40 or 3004.50,3006.92.00.00,"Waste pharmaceuticals, nes",200701,202606,succeeded,analyst,second,the analyst preferred the second alternative to the proposal,analysts,2026-08-12,,no
imports:3006.80.90.43:2005-08,3006.80.90.43,1,imports,200508,36718.00,Waste pharmaceuticals of the goods of subheading 3004.90,3006.92.00.00,"Waste pharmaceuticals, nes",200701,202606,succeeded,analyst,reject_named,the analyst rejected the proposal and named 3006.92.00.00 instead,analysts,2026-08-13,"The code was withdrawn, and its successor is the 2007 collapse of the block. Canada retired every line of 3006.80 at the 2006 to 2007 boundary, 3006.80.90.10 through .60 together with 3006.80.11.00 and 3006.80.19.00, and created 3006.92.00.00, Waste pharmaceuticals, at the same boundary. This code carries stated_termination 200612. The proposal, 3006.80.90.10, waste of heading 30.01, is a sibling withdrawn on the same day, so it can never have received the trade; it reached the sheet because the retirement was framed at the last trading month, 2005-08, when that sibling was still alive. The successor aggregates: the 2007 line does not record which heading the waste came from, so ten lines become one and that granularity ends here.",no
imports:3006.80.90.50:2006-12,3006.80.90.50,1,imports,200612,8220.00,Waste pharmaceuticals of the goods of heading 30.05,3006.92.00.00,"Waste pharmaceuticals, nes",200701,202606,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-13,"Decided despite the DO NOT DECIDE verdict, and deliberately. The hold reads that the subheading is gone and nothing left in the chapter shares the meaning, so the goods may have left Chapter 30. That is not so. Canada retired every 3006.80 line at the 2006 to 2007 boundary, 3006.80.11.00 and 3006.80.19.00 together with 3006.80.90.10 through .60, and created 3006.92.00.00, Waste pharmaceuticals, at the same boundary. It is written down in evidence/cbsa/sched_ch30_boundaries.csv, which this project already holds, so no external document is needed. The proposal, 3006.92.00.00, is that line, and it is the ranker's first candidate at 0.6316. The successor aggregates, as on row 227.",no
imports:3006.80.90.60:2006-12,3006.80.90.60,1,imports,200612,259506.00,Waste pharmaceuticals of the goods of heading 30.06,3006.92.00.00,"Waste pharmaceuticals, nes",200701,202606,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-13,"Decided despite the DO NOT DECIDE verdict, and deliberately. The hold reads that the subheading is gone and nothing left in the chapter shares the meaning, so the goods may have left Chapter 30. That is not so. Canada retired every 3006.80 line at the 2006 to 2007 boundary, 3006.80.11.00 and 3006.80.19.00 together with 3006.80.90.10 through .60, and created 3006.92.00.00, Waste pharmaceuticals, at the same boundary. It is written down in evidence/cbsa/sched_ch30_boundaries.csv, which this project already holds, so no external document is needed. The proposal, 3006.92.00.00, is that line, and it is the ranker's first candidate at 0.6316. The successor aggregates: the 2007 line does not record which heading the waste came from, so ten lines become one and that granularity ends here.",no
